Var1,Var2,Var3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.14469155485236e-10,1.34360542660993e-18,1.71705656305505e-09
0.00631228754603486,8.26790339039768e-11,0.0946860568580283
0.0126245749776006,4.11824836359804e-10,0.189373855657925
0.0189368624091663,1.23079199863447e-09,0.284063398099809
0.025249149840732,2.5146633125308e-09,0.378754161081442
0.0372295005580558,7.83123968183465e-09,0.558476054139329
0.0562203202552926,3.17514187250358e-08,0.843377284123372
0.0861426830766679,1.53190738296353e-07,1.29230593807301
0.125737790405791,6.31014653476251e-07,1.8864159923304
0.165332897734915,1.73040503675634e-06,2.48059448209693
0.204928005064038,3.82920414185547e-06,3.0748412474935
0.244523112393161,7.38561001479973e-06,3.66915601784439
0.284118219722285,1.29280429656289e-05,4.26353842276344
0.323713327051408,2.10465264351183e-05,4.85798798015193
0.363308434380531,3.23851632539885e-05,5.4525040831153
0.414841848359174,5.32301981064876e-05,6.2263707969132
0.47695414347359,8.96777601015204e-05,7.15924330303632
0.539066438588005,0.000141200873584587,8.09227023133096
0.613875183507164,0.000228132304670721,9.21621509455992
0.688683928426324,0.000347462368319528,10.3403647857256
0.784568980564258,0.000558402274841296,11.7815034257171
0.901273412110157,0.000920940083223598,13.5359248705492
1.01797784365606,0.00142091384977333,15.2906889025273
1.16803473887533,0.00230877355368331,17.5472925320215
1.35712930165898,0.00389680587493372,20.3912040647744
1.59027995479288,0.00672038179538317,23.8973730735558
1.880485047397,0.0118460812385352,28.2594394835071
2.25539724841846,0.0216704015255308,33.8874461934059
2.63030944943991,0.0357194204591467,39.5022712627729
3.00522165046136,0.0546737805012332,45.0976069695258
3.38013385148281,0.0791634033619745,50.6666472466061
3.75504605250427,0.109755926735396,56.2022941988952
4.21622980434705,0.156569584292024,62.9544330452337
4.81938271575447,0.234587928055163,71.6674268701825
5.74541958708672,0.396105739737434,84.7137155116589
6.67145645841897,0.612864475799815,97.2762171600094
7.59749332975122,0.889903700002212,109.253650006786
8.52353020108346,1.23113911572467,120.552473841558
9.44956707241571,1.63934428316038,131.090869920244
10.375603943748,2.1162191024435,140.800311479195
11.4905587758676,2.7823702447668,151.310805367526
12.7527091562238,3.65663760987672,161.58088742882
14.01485953658,4.65513809818378,170.075940022809
15.2770099169362,5.77203772779652,176.784536812375
16.5391602972924,6.99939696870871,181.735464826979
17.8623006910758,8.3938823680024,185.112220095531
19.1854410848593,9.88638492647422,186.743091894107
20.5085814786427,11.463111230855,186.771801515616
21.8317218724262,13.1095869475385,185.366907165443
23.1548622662096,14.8110981846623,182.715074310353
24.8057245210778,16.9874587445802,177.984715321286
26.859565414395,19.7398073859188,170.463976532659
28.9134063077121,22.5018724064276,161.767603615764
30.9672472010293,25.2335647568929,152.584253484978
32.6605199211679,27.4407185083809,145.060217480029
34.3537926413065,29.5902695016484,137.930147086153
36.0470653614451,31.6723776862396,131.436593377087
37.7403380815837,33.6812670932052,125.763453358671
39.4336108017223,35.6147894092528,121.038615132959
41.1268835218609,37.474040522154,117.336167404891
42.8201562419995,39.2629143486314,114.680172486242
45.0140632675074,41.4876687935926,112.745522212487
47.6636981125721,44.0590443735092,112.460946913139
50.3133329576368,46.5359272253992,114.068239774303
52.9629678027015,48.9553541231038,117.092481655602
55.6126026477662,51.3528361841294,121.016900859177
58.2622374928309,53.7593058304532,125.337614755351
60.9118723378956,56.1991238911655,129.607572694843
63.5615071829604,58.6890802682201,133.466988932773
66.2111420280251,61.2382790921919,136.659943170938
68.8607768730898,63.8487486335106,139.038297138035
71.5104117181544,66.5165825578609,140.555008904199
74.1600465632192,69.2334079086808,141.249474273086
77.3903698599159,72.5941617429941,141.15834898226
81.4301106747062,76.8390332852739,140.018685564044
85.4698514894965,81.0963617765868,138.251019196598
89.5095923042867,85.3346516621207,136.39314526476
93.549333119077,89.5340352178636,134.859961349165
97.5890739338673,93.6872739406642,133.894396936422
101.628814748658,97.7979349939601,133.564491817603
105.668555563448,101.876921939282,133.795165295131
110.782093653737,107.018677881906,134.599577470325
115.895631744027,112.158732414338,135.635414094352
121.009169834316,117.315461250472,136.568832008844
121.292988658062,117.602405908963,136.61146387069
121.29298865814,117.602405909042,136.611463870692
123.38477121563,119.719894559915,136.297493624708
125.47655377312,121.838046666673,135.948118268848
128.005167705322,124.396613954183,135.512810577457
131.103660819064,127.528272054807,134.99297895663
135.641069324983,132.101613294417,134.348392139552
142.824527119319,139.306239002761,133.789593249745
150.007984913655,146.475101976503,133.795632866212
157.19144270799,153.626462305422,134.182242432066
166.148915706787,162.549500452235,134.739395994755
171.384057841996,167.773446159859,134.984216814352
178.848360917209,175.236617600233,135.100474347238
187.874604748714,184.273219202678,135.001336205998
200.347070938461,196.757430851194,134.803258986955
212.819537128209,209.229771729258,134.74787018722
225.292003317956,221.694240183221,134.84360710008
240.588296393107,236.983646547589,134.966402006589
260.903719878906,257.299400183796,134.98964794528
281.219143364706,277.617724345261,134.945234011783
313.675746932235,310.073608418403,134.942768312776
342.768115683992,339.163914798571,134.973553863281
344.577032125264,341.034151508139,134.044644265689
346.385948566536,342.901558979246,133.132106636971
348.194865007808,344.763865792085,132.257663920156
350.00378144908,346.619135952731,131.447790458016
353.544884247598,350.226026309575,130.153664711641
357.085987046115,353.799584600459,129.303477174249
360.627089844633,357.342784778789,128.922066560971
364.16819264315,360.862656509973,128.958173238073
369.194056692278,365.838444174494,129.478409694757
375.38223757661,371.96257160691,130.407863257396
381.570418460942,378.107589495241,131.212589923476
387.758599345274,384.283619289855,131.611936536339
393.946780229607,390.484970468068,131.583260628343
400.134961113939,396.697662363701,131.284327242323
409.083647867856,405.673853136016,130.827040301164
418.032334621772,414.630210859559,130.599407267233
426.981021375689,423.569689126066,130.65858465743
435.929708129606,432.504887199389,130.853434398395
448.99514065495,445.562209466034,131.028167802282
462.060573180294,458.631807581182,131.010032407916
475.126005705638,471.703809443738,130.90907341545
496.424666085336,493.003449865302,130.864023981645
508.439371597922,505.015089836867,130.900534132592
528.109251454121,524.682252791332,130.950870759665
558.517291508068,555.090817084528,130.952639876416
591.651542690855,588.225403777037,130.943584894375
624.785793873641,621.358368692364,130.959672573658
657.920045056428,654.491443039625,130.978781725295
674.110627511852,670.681701664731,130.984507006975
675.056601875486,671.697441941631,129.934454472038
676.00257623912,672.712181714977,128.88821075525
676.948550602754,673.724973623298,127.851708815488
677.894524966389,674.734857953153,126.833473445581
679.556423581072,676.49917784414,125.126036499152
682.415973957038,679.498708011869,122.567794224406
685.275524333004,682.448197608109,120.619484263313
688.13507470897,685.347308175649,119.382307953094
690.994625084936,688.201951564494,118.857757096053
693.854175460902,691.022488156217,118.957615954109
697.831406293943,694.914941371377,119.807590656076
701.808637126985,698.797106565637,121.103561421799
705.785867960027,702.693261157772,122.428597693489
709.763098793068,706.617936823479,123.473833465966
713.74032962611,710.575173832436,124.079267823026
717.717560459152,714.56047462788,124.229284960878
721.694791292193,718.564188537143,124.016380254093
727.787257356831,724.705183945177,123.378098880285
733.879723421468,730.835624663712,122.722707188719
739.972189486105,736.942668961614,122.343621384756
746.064655550742,743.02804647994,122.311121890648
752.157121615379,749.102340790467,122.519652564504
761.624481966089,758.547010579652,122.889086952442
771.091842316799,768.008445472244,123.067565052567
780.55920266751,777.483726531147,123.00515231871
790.026563018219,786.960934252765,122.852597947578
803.535088390625,800.472643600812,122.759655109647
817.04361376303,813.975864165407,122.814696102224
828.356279569648,825.284076673808,122.890825530643
847.970915250268,844.89828486136,122.918355887814
871.88915423524,868.818523859019,122.888758445152
902.7382846468,899.666599507708,122.894950957828
933.58741505836,930.513549630937,122.927792585124
964.436545469919,961.36155668501,122.947721349601
982.601931627445,979.526526981687,122.953924953184
983.606711036633,980.462274100935,123.992798083499
984.61149044582,981.39898489592,125.028035485928
985.616269855008,982.337576315293,126.053962906162
986.621049264196,983.278980015403,127.062386251201
988.383468732044,984.93976464581,128.753131308487
991.513451219917,987.926358779072,131.367784405035
994.64343370779,990.964767466388,133.351362790082
997.773416195662,994.055323184381,134.597824662097
1000.90339868354,997.191690923489,135.107562848077
1004.03338117141,1000.36282727674,134.976399550619
1008.4399891611,1004.85786108762,134.06499217979
1012.8465971508,1009.36159061446,132.716555384358
1017.25320514049,1013.84845576397,131.376874924589
1021.65981313019,1018.303973373,130.364634791474
1026.06642111988,1022.72523180927,129.830489364698
1030.47302910958,1027.1183572663,129.768049924515
1035.93389459842,1032.54162526764,130.143710355319
1043.19786768907,1039.75350952934,130.905011115742
1050.46184077973,1046.98601386707,131.522149189334
1057.72581387038,1054.24712979019,131.740115713947
1064.98978696104,1061.52766083454,131.59772916119
1073.71540906873,1070.27619556013,131.258353887164
1082.44103117642,1079.01326362125,131.012429085741
1091.16665328412,1087.73591674583,130.982422901258
1099.89227539181,1096.45144618788,131.106085342287
1114.00018977163,1110.54927861074,131.286458650139
1128.10810415146,1124.65788495446,131.318620330289
1142.21601853128,1138.77078210732,131.250313287399
1148.27318754137,1144.82958843538,131.216321018716
1164.01210176497,1160.56753101058,131.210960462685
1187.80856501569,1184.3598894522,131.270909576724
1220.94281619848,1217.49227443042,131.309701732187
1254.07706738127,1250.62606437142,131.317023582135
1287.21131856405,1283.75864279834,131.338374712799
1313.9444434553,1310.49000906344,131.364650225249
1315.66447569765,1312.27047483555,130.448941059561
1317.38450793999,1314.04820646442,129.549044754093
1319.10454018233,1315.82102068249,128.685708727213
1320.82457242467,1317.58704667978,127.884280225541
1324.44833621738,1321.28035064287,126.516336703179
1328.07210001009,1324.93645524824,125.646139329311
1331.69586380279,1328.5591684279,125.297101702906
1336.08910723451,1332.92004398899,125.455156573097
1341.86198399034,1338.62974618441,126.215786638707
1347.63486074617,1344.34463549822,127.137378001335
1353.40773750199,1350.08503371314,127.813589562312
1359.18061425782,1355.85476224405,128.068476849402
1364.95349101364,1361.64510479416,127.946605288942
1372.27961255643,1369.00036347799,127.549767612948
1379.60573409921,1376.34648607152,127.18029108177
1386.93185564199,1383.67601313659,127.028694490913
1394.25797718477,1390.99308110963,127.098043619154
1404.19631592528,1400.91653169479,127.315493744122
1416.63409975133,1413.34689579981,127.481485722884
1429.07188357739,1425.78876430767,127.461018116205
1441.50966740345,1438.23236442611,127.369037202723
1461.24853025245,1457.97114279547,127.340627759951
1473.90289744117,1470.62177163791,127.388216758515
1494.92145237266,1491.63705219901,127.448185190692
1525.47846086001,1522.19359958317,127.463089214763
1557.47015165718,1554.18418411805,127.475109308718
1589.46184245435,1586.17333049536,127.510783734424
1621.45353325152,1618.16271562846,127.54694286633
1633.86135142703,1630.569827677,127.558202489512
1634.75372037248,1631.53051726444,126.530046095634
1635.64608931793,1632.49026865764,125.505405030653
1636.53845826338,1633.44818886308,124.489777681075
1637.43082720882,1634.40336898601,123.491103855687
1638.98328356661,1636.0559379555,121.828220889521
1641.81543276437,1639.03335529464,119.184423803802
1644.64758196213,1641.95807825799,117.181093598848
1647.4797311599,1644.82970105557,115.927843704818
1650.31188035766,1647.65471835812,115.424385771381
1653.14402955542,1650.4444936211,115.571767227235
1657.12487358139,1654.33531041476,116.510144935129
1661.10571760736,1658.21798740236,117.881006238946
1665.08656163332,1662.11837332064,119.231411823291
1669.06740565929,1666.05087103976,120.240998136777
1673.04824968526,1670.018035805,120.76256208962
1677.02909371122,1674.0132797481,120.809018217747
1681.94265318115,1678.96476544765,120.421245369462
1688.21794789763,1685.28979683763,119.68805185651
1694.49324261411,1691.59495491984,119.098984562212
1700.76853733059,1697.87300621874,118.886863461582
1707.04383204707,1704.13218773191,119.020660399531
1714.66276538998,1711.7275303467,119.362188389791
1722.28169873289,1719.33306974858,119.631832053294
1729.90063207581,1726.95270840954,119.696881044239
1737.51956541872,1734.5802114488,119.601905319004
1749.31833178214,1746.38822443588,119.441424314355
1761.11709814556,1758.18631191405,119.408305576502
1772.91586450897,1769.97894562781,119.486955068427
1782.39420155676,1779.45351310653,119.556143926034
1799.19045776504,1796.24937049755,119.581455085927
1821.60382230247,1818.66384984042,119.563223499025
1851.31039232842,1848.36806847333,119.588897440392
1881.01696235436,1878.07138211557,119.63853688823
1910.72353238031,1907.77581217721,119.673697055789
1930.92705168649,1927.97807781826,119.69221464571
1930.95661151228,1928.17019059431,117.253700456522
1930.98617133806,1928.36224606105,114.815242851685
1931.02834871796,1928.63599963589,111.336335685087
1931.07052609786,1928.90917467828,107.858520435045
1931.11270347777,1929.18143829243,104.382901890405
1931.15488085767,1929.45244199925,100.911020111952
1931.21526967721,1929.8375003735,95.9511232206353
1931.31898092536,1930.48793116341,87.4859565842405
1931.49177299484,1931.53061318145,73.6456457653594
1931.66456506432,1932.51025101831,60.2932710982816
1931.83735713379,1933.41353821082,47.638908712903
1931.94811390657,1933.94700402004,40.0000000006889
1931.94811390658,1933.94700402009,39.9999999999864
1931.98417006416,1934.11098244811,37.6126633337743
1932.02022622175,1934.2708259555,35.2711650071349
1932.05628237933,1934.42649477377,32.976891048128
1932.09233853691,1934.57795456911,30.7311534131577
1932.1283946945,1934.72645498226,28.5199234735049
1932.2006281168,1935.01216004177,24.2308421480128
1932.29988010194,1935.37742912693,18.6729017336893
1932.39913208709,1935.71033093438,13.5259263730475
1932.5186831951,1936.06810800249,7.89913193084543
1932.64439188234,1936.39400272854,2.67653196865481
1932.7188325318,1936.5630214384,-0.0758055226179195
1932.79327318127,1936.71467636422,-2.57206451838474
1932.86771383073,1936.84938600025,-4.81238499851175
1933.02992987365,1937.08738769246,-8.82059898494202
1933.19214591658,1937.25328416522,-11.6572595375512
1933.35484025165,1937.3538112231,-13.3764620838937
1933.51753458672,1937.39578793222,-14.0374634347141
1933.68022892178,1937.38717475558,-13.7252934761403
1933.80724288044,1937.35012696111,-12.8614754930638
1933.9342568391,1937.29129898486,-11.5137885615427
1934.06127079776,1937.21470130923,-9.73570027310764
1934.16441815354,1937.14192812149,-8.00988671146583
1934.26756550933,1937.06208708872,-6.06616453338722
1934.349348616,1936.99493141001,-4.38829711340057
1934.43113172267,1936.92548959645,-2.6069817050494
1934.49239655862,1936.87248171618,-1.21267792883383
1934.54219197494,1936.82909408298,-0.0465810924278358
1934.59198739126,1936.78567408645,1.14514774395045
1934.64178280758,1936.74241802506,2.35931647720385
1934.6915782239,1936.69951588413,3.59277050683738
1934.76083513829,1936.64082012756,5.33379942586384
1934.85076203283,1936.56698000544,7.62640473707047
1934.92432353922,1936.50903414107,9.51950064033377
1934.9978850456,1936.45383514406,11.4180961640701
1935.10446589401,1936.37973970247,14.1588325149807
1935.21104674242,1936.3135440512,16.8684475484697
1935.31762759083,1936.25631332173,19.5243432693084
1935.42420843923,1936.20898022254,22.1055147906255
1935.53078928764,1936.17232814049,24.5929446976402
1935.63737013605,1936.14699164178,26.9696881992252
1935.74395098446,1936.13346085494,29.2208869141748
1935.87699328628,1936.13367783412,31.8343964452286
1936.01003558811,1936.15318250949,34.2127682057282
1936.14307788994,1936.19206331489,36.3406836719577
1936.30698751229,1936.26624685228,38.6018401192915
1936.47089713464,1936.36859830663,40.4571674838282
1936.63480675699,1936.49773390458,41.9055847016811
1936.84186567118,1936.69597610551,43.1684976329904
1937.04892458538,1936.92946766075,43.8293727359256
1937.29825771257,1937.24966843622,43.9017941633667
1937.59917648106,1937.67968561378,43.0911946659385
1937.90009524954,1938.14225285896,41.4959601489177
1938.20101401803,1938.620999861,39.3505631934558
1938.44740049481,1939.01519687485,37.3375588419065
1938.6937869716,1939.40292852343,35.2367695898019
1938.94017344838,1939.77835618872,33.1582865779968
1939.18655992516,1940.13706090255,31.1953953218649
1939.43294640195,1940.47599818991,29.4233281640636
1939.67933287873,1940.79344960009,27.8982813011735
1939.92571935551,1941.08892594516,26.657352454004
1940.1721058323,1941.36302461461,25.7193967669099
1940.41849230908,1941.61725424481,25.0866331489942
1940.72314510609,1941.90783331891,24.7036299897523
1941.02779790309,1942.17679389568,24.7177126632028
1941.41004883034,1942.49331024782,25.1842914960488
1941.79229975758,1942.79641611445,26.0153745951594
1942.17455068482,1943.09659625265,27.0524048233901
1942.55680161207,1943.40263195746,28.146017187712
1942.93905253931,1943.72096236664,29.170306517642
1943.32130346655,1944.05546201923,30.0315352069217
1943.70355439379,1944.40754110817,30.6716536010464
1944.08580532104,1944.77648574495,31.0673464113763
1944.46805624828,1945.15995384293,31.2256082656813
1944.93304428885,1945.6406362719,31.1486484937882
1945.54721919862,1946.28792125771,30.7422323517678
1946.04317349203,1946.81349880019,30.271403239269
1946.53912778543,1947.33438485055,29.7953762504893
1947.03508207883,1947.84672216753,29.3956767080926
1947.53103637223,1948.34905721963,29.1210753987304
1948.02699066563,1948.84196933526,28.9876779300721
1948.52294495903,1949.3274798651,28.9841253914856
1949.21980776283,1950.00315342042,29.1290058306584
1949.91667056663,1950.67708370639,29.3619746442354
1950.61353337042,1951.35469932452,29.5891392673975
1951.31039617422,1952.03877464297,29.746470472194
1952.00725897801,1952.72939047926,29.8094954109223
1952.8455099775,1953.56587675504,29.7801803462041
1953.77825939876,1954.49906458552,29.6780866694418
1954.71100882001,1955.4304820007,29.5744607166939
1955.64375824127,1956.35800889775,29.5184010477556
1956.78824909842,1957.49177017438,29.5248595036625
1958.17090986485,1958.85977215562,29.5870647920374
1959.89832321883,1960.57192761076,29.6493548688871
1961.62573657282,1962.28822274757,29.6577404345379
1963.3531499268,1964.00618536454,29.6345098647453
1966.20002650623,1966.83581092362,29.6225658136891
1969.04690308566,1969.66465560948,29.6432322457625
1971.8937796651,1972.49499613176,29.6645954275964
1976.11946633305,1976.69920764578,29.6742495550916
1976.62946711102,1977.20683614536,29.6738663852696
1976.69166461229,1977.23779399742,30.1405009913236
1976.75386211356,1977.26876419428,30.6074097917134
1976.85618057796,1977.3197954365,31.3760599650284
1976.95849904235,1977.37100808295,32.1451835514872
1977.06081750675,1977.42251056202,32.9143693084986
1977.16313597115,1977.47441498288,33.6830409709887
1977.33003646844,1977.56026962579,34.9334521349267
1977.70336754928,1977.75988051145,37.6916847864999
1978.18929181065,1978.03996790486,41.1381577082847
1978.67521607202,1978.34832576627,44.3335294047204
1979.16114033339,1978.68946811528,47.1828777598998
1979.64706459476,1979.06583502335,49.6101040241346
1980.13298885613,1979.47788875065,51.5645311215526
1980.6189131175,1979.92438008676,53.0222772959351
1981.10483737887,1980.4026568339,53.9846738617072
1981.59076164024,1980.9089825968,54.4751136953359
1982.22805008994,1981.60710737022,54.48420826072
1983.05217979302,1982.54986283496,53.6392221812035
1983.87630949611,1983.51755801011,52.1044585138884
1984.54457865132,1984.30661402318,50.563275122535
1985.21284780654,1985.08778329967,48.9540961021224
1985.88111696176,1985.85361592163,47.4218883173377
1986.54938611698,1986.59931800925,46.0785953743777
1987.2176552722,1987.32259464467,45.0007791699731
1987.88592442741,1988.0233884182,44.2296939854672
1988.55419358263,1988.70349145851,43.7741177702873
1989.357226704,1989.49831398815,43.6118224512902
1990.32985280337,1990.43816955951,43.8701867019556
1991.30247890275,1991.36458881776,44.4745420260006
1992.27510500213,1992.28946361239,45.2454029241866
1993.2477311015,1993.22214331957,46.0188456122513
1994.22035720088,1994.1684958678,46.6692288219404
1995.19298330026,1995.13077683609,47.1205104598878
1996.16560939963,1996.10812004807,47.3468365220906
1997.13823549901,1997.09741824012,47.3648335276315
1998.436514275,1998.42828505853,47.1582400932238
2000.02009223061,2000.05477436059,46.7390424583479
2001.60367018623,2001.67385887911,46.3286774661636
2003.18724814184,2003.2794891589,46.0694888035493
2004.77082609745,2004.87222132559,46.0047207311405
2006.35440405306,2006.45696298155,46.0944932556336
2008.47700824017,2008.57977074231,46.3004277973521
2010.59961242728,2010.70816685653,46.4695434502877
2012.72221661439,2012.84461436924,46.5232319497939
2014.84482080151,2014.98620434432,46.473760080226
2017.60403490563,2017.76973146818,46.3666337541656
2020.36324900976,2020.54843832088,46.3003241853425
2022.33188253556,2022.52761309504,46.2994307290025
2025.3029196514,2025.51267573198,46.3387602234915
2030.12593665454,2030.36039629707,46.3799324220156
2034.94895365768,2035.21012988863,46.3687152666567
2039.77197066082,2040.05874159157,46.3411161239474
2044.33521614329,2044.64384428805,46.3336227487855
2044.33521614332,2044.64384428807,46.3336227487855
2047.66472935557,2047.97971932492,46.2123024787331
2050.99424256783,2051.30996524889,46.181530353922
2055.22009829785,2055.53447510826,46.1930184426546
2064.36058138276,2064.67285792203,46.2234706448839
2068.03429796009,2068.34627133268,46.2317946909934
2068.14655590461,2068.38081669454,47.3975316432052
2068.25881384914,2068.41536921543,48.563250288646
2068.42751403854,2068.46733261356,50.3150416967628
2068.59621422793,2068.51938030676,52.0667324493752
2068.76491441733,2068.57156853577,53.818214703565
2068.93361460673,2068.62396071206,55.5693248872353
2069.15684624782,2068.69372707415,57.8854671337717
2069.46478523265,2068.79106403461,61.0773241551919
2069.8799391219,2068.92495561206,65.3707523974913
2070.43720685426,2069.11099261234,71.104728503451
2071.21864866653,2069.38772494837,79.0527785756103
2072.19770672747,2069.767158536,88.7768847383472
2073.17676478841,2070.18988667823,98.1391364291358
2074.15582284936,2070.66251153477,107.025046299864
2075.1348809103,2071.19009072125,115.328466481681
2076.11393897124,2071.77613341476,122.957448114407
2077.09299703218,2072.42270092355,129.837207806222
2078.28869751552,2073.29530483033,137.139197587355
2079.48439799885,2074.25784253964,143.180312816573
2080.68009848219,2075.30693112403,147.935442367461
2082.11838801744,2076.67513040639,151.974318810917
2083.55667755269,2078.14808450513,154.257144752505
2084.99496708794,2079.71111060058,154.920534748119
2086.86272305076,2081.84569897612,153.701730023627
2088.73047901358,2084.06724256654,150.541360243292
2090.5982349764,2086.3395800976,145.949512657128
2092.46599093922,2088.62892591484,140.446813189487
2094.33374690204,2090.90583007883,134.528201681551
2096.20150286486,2093.14637587208,128.635391993632
2098.06925882768,2095.33280098313,123.137416601523
2099.9370147905,2097.45362814109,118.318950938572
2101.80477075332,2099.50337915027,114.375862554468
2103.67252671614,2101.48195629393,111.417098644715
2105.54028267896,2103.39378298198,109.471771903593
2107.40803864178,2105.24679650074,108.50015981378
2109.84635943184,2107.59671199774,108.510474602765
2112.96182118687,2110.5247463149,110.137141653699
2115.52888569137,2112.90380124542,112.425449214111
2118.09595019587,2115.28345583189,115.088784048526
2120.66301470037,2117.68499200876,117.74531730294
2123.23007920487,2120.12262595472,120.094981794266
2125.79714370937,2122.6034914687,121.935287260312
2128.36420821387,2125.12832494048,123.16386004363
2130.93127271837,2127.69271473051,123.769221674684
2134.18827243624,2130.98912957903,123.759822024165
2138.38598964691,2135.2769677828,122.859447160729
2142.58370685757,2139.57580472526,121.457321325531
2146.78142406824,2143.85576633151,120.071598802031
2150.97914127891,2148.10057873442,119.064545769043
2155.17685848957,2152.30799411333,118.592802876547
2159.37457570024,2156.48631468116,118.625740191887
2164.48390830195,2161.55377458298,119.097371141099
2169.59324090366,2166.6211363764,119.734082990929
2174.70257350536,2171.70330558854,120.255595709375
2179.81190610707,2176.80503810403,120.514757167205
2184.92123870878,2181.92252366867,120.506447511045
2191.93177725253,2188.95336478532,120.259221436058
2201.00183769825,2198.04227068735,119.928936972233
2210.07189814398,2207.11402076027,119.81632975202
2216.56714808982,2213.6017356117,119.889177905018
2226.22147693002,2223.24482589958,120.0610133279
2239.06618751884,2236.08487201932,120.175351308362
2251.91089810765,2248.93314828748,120.146098257442
2267.98438671377,2265.00959085194,120.088721609352
2289.28283970558,2286.30486187984,120.117590082702
2314.92183676341,2311.93912802887,120.192299894409
2344.62840678936,2341.64339522685,120.234449576117
2365.09999821955,2362.11383443279,120.250516971394
2365.18954400769,2362.34661849376,118.101583956282
2365.27908979583,2362.57931872148,115.952756460974
2365.41342105395,2362.9279587922,112.730000010001
2365.54775231207,2363.27568647603,109.509377134445
2365.68208357019,2363.62199605913,106.292992594715
2365.81641482831,2363.96637366984,103.083707606527
2366.03259496897,2364.51509673643,97.944823817304
2366.54608249567,2365.78022730591,85.9899346082329
2367.05957002238,2366.97965999034,74.5560313817327
2367.57305754908,2368.09814737092,63.8913605369453
2368.08654507578,2369.12463666782,54.226643579691
2368.60003260248,2370.05264493383,45.7502938353423
2369.00489251894,2370.71331161304,40.0000000000068
2369.00489251896,2370.71331161308,39.9999999996589
2369.1101888252,2370.8727110654,38.670318337499
2369.21548513143,2371.02791691957,37.3996465297841
2369.32078143767,2371.17896928333,36.1882606550093
2369.4260777439,2371.32591321634,35.0363438813482
2369.53137405014,2371.4700013902,33.9261093196987
2369.73183423558,2371.734161913,31.9632188853795
2370.0279569909,2372.09916222525,29.4471845607772
2370.42688508997,2372.54476043381,26.7847821513211
2370.96361741891,2373.06758373948,24.4759968418579
2371.52183635134,2373.52878190907,23.528940663175
2372.08005528377,2373.91989411994,23.9182951357465
2372.52155965943,2374.18884210947,25.0651607456392
2372.96306403509,2374.43135669843,26.835412672167
2373.40456841076,2374.65512327312,29.1222350310903
2373.84607278642,2374.86745994556,31.8174538732713
2374.28757716208,2375.07522975262,34.8137909484049
2374.72908153775,2375.28472129152,38.0073604108398
2375.17058591341,2375.50154873393,41.2999006735016
2375.61209028907,2375.73058007648,44.6006331614299
2376.05359466474,2375.97589235852,47.8277392386281
2376.58415130423,2376.29698289694,51.5023864257786
2377.11470794371,2376.65021191513,54.8663013333332
2377.6452645832,2377.03807078535,57.839641611092
2378.17582122269,2377.46158069521,60.3649930994362
2378.70637786218,2377.92039201264,62.4074801524554
2379.23693450166,2378.41295760558,63.9533528964759
2379.31188259118,2378.48499441373,64.1324528487235
